,year,age_group,sex,region,value
565,2012,5 - 9 years,Female,Mid-East,25.9
566,2012,5 - 9 years,Female,Midland,11.0
567,2012,10 - 14 years,Both sexes,State,304.5
568,2012,10 - 14 years,Both sexes,Border,28.0
569,2012,10 - 14 years,Both sexes,West,29.2
570,2012,10 - 14 years,Both sexes,Mid-West,32.0
571,2012,10 - 14 years,Both sexes,South-East,29.0
572,2012,10 - 14 years,Both sexes,South-West,43.6
573,2012,10 - 14 years,Both sexes,Dublin,73.6
574,2012,10 - 14 years,Both sexes,Mid-East,48.1
575,2012,10 - 14 years,Both sexes,Midland,21.1
576,2012,10 - 14 years,Male,State,156.3
577,2012,10 - 14 years,Male,Border,14.5
578,2012,10 - 14 years,Male,West,14.9
579,2012,10 - 14 years,Male,Mid-West,16.2
580,2012,10 - 14 years,Male,South-East,14.8
581,2012,10 - 14 years,Male,South-West,22.3
582,2012,10 - 14 years,Male,Dublin,37.8
583,2012,10 - 14 years,Male,Mid-East,25.0
584,2012,10 - 14 years,Male,Midland,10.8
585,2012,10 - 14 years,Female,State,148.3
586,2012,10 - 14 years,Female,Border,13.6
587,2012,10 - 14 years,Female,West,14.3
588,2012,10 - 14 years,Female,Mid-West,15.8
589,2012,10 - 14 years,Female,South-East,14.1
590,2012,10 - 14 years,Female,South-West,21.3
591,2012,10 - 14 years,Female,Dublin,35.7
592,2012,10 - 14 years,Female,Mid-East,23.1
593,2012,10 - 14 years,Female,Midland,10.3
594,2012,15 - 19 years,Both sexes,State,281.5
595,2012,15 - 19 years,Both sexes,Border,26.2
596,2012,15 - 19 years,Both sexes,West,27.6
597,2012,15 - 19 years,Both sexes,Mid-West,30.5
598,2012,15 - 19 years,Both sexes,South-East,26.3
599,2012,15 - 19 years,Both sexes,South-West,41.4
600,2012,15 - 19 years,Both sexes,Dublin,70.0
601,2012,15 - 19 years,Both sexes,Mid-East,41.3
602,2012,15 - 19 years,Both sexes,Midland,18.1
603,2012,15 - 19 years,Male,State,144.3
604,2012,15 - 19 years,Male,Border,13.6
605,2012,15 - 19 years,Male,West,14.1
606,2012,15 - 19 years,Male,Mid-West,15.8
607,2012,15 - 19 years,Male,South-East,13.4
608,2012,15 - 19 years,Male,South-West,21.2
609,2012,15 - 19 years,Male,Dublin,36.0
610,2012,15 - 19 years,Male,Mid-East,21.1
611,2012,15 - 19 years,Male,Midland,9.1
612,2012,15 - 19 years,Female,State,137.2
613,2012,15 - 19 years,Female,Border,12.5
614,2012,15 - 19 years,Female,West,13.4
615,2012,15 - 19 years,Female,Mid-West,14.7
616,2012,15 - 19 years,Female,South-East,12.9
617,2012,15 - 19 years,Female,South-West,20.2
618,2012,15 - 19 years,Female,Dublin,34.0
619,2012,15 - 19 years,Female,Mid-East,20.2
620,2012,15 - 19 years,Female,Midland,9.1
621,2012,20 - 24 years,Both sexes,State,285.1
622,2012,20 - 24 years,Both sexes,Border,22.1
623,2012,20 - 24 years,Both sexes,West,25.9
624,2012,20 - 24 years,Both sexes,Mid-West,29.4
625,2012,20 - 24 years,Both sexes,South-East,24.0
626,2012,20 - 24 years,Both sexes,South-West,41.4
627,2012,20 - 24 years,Both sexes,Dublin,89.1
628,2012,20 - 24 years,Both sexes,Mid-East,37.3
629,2012,20 - 24 years,Both sexes,Midland,15.8
630,2012,20 - 24 years,Male,State,141.5
631,2012,20 - 24 years,Male,Border,11.6
632,2012,20 - 24 years,Male,West,13.1
633,2012,20 - 24 years,Male,Mid-West,15.4
634,2012,20 - 24 years,Male,South-East,11.8
635,2012,20 - 24 years,Male,South-West,21.1
636,2012,20 - 24 years,Male,Dublin,43.0
637,2012,20 - 24 years,Male,Mid-East,18.1
638,2012,20 - 24 years,Male,Midland,7.5
639,2012,20 - 24 years,Female,State,143.6
640,2012,20 - 24 years,Female,Border,10.5
641,2012,20 - 24 years,Female,West,12.9
642,2012,20 - 24 years,Female,Mid-West,13.9
643,2012,20 - 24 years,Female,South-East,12.2
644,2012,20 - 24 years,Female,South-West,20.3
645,2012,20 - 24 years,Female,Dublin,46.1
646,2012,20 - 24 years,Female,Mid-East,19.3
647,2012,20 - 24 years,Female,Midland,8.4
648,2012,25 - 29 years,Both sexes,State,341.5
649,2012,25 - 29 years,Both sexes,Border,24.9
650,2012,25 - 29 years,Both sexes,West,29.1
651,2012,25 - 29 years,Both sexes,Mid-West,31.2
652,2012,25 - 29 years,Both sexes,South-East,26.8
653,2012,25 - 29 years,Both sexes,South-West,45.8
654,2012,25 - 29 years,Both sexes,Dublin,117.7
655,2012,25 - 29 years,Both sexes,Mid-East,45.1
656,2012,25 - 29 years,Both sexes,Midland,20.7
657,2012,25 - 29 years,Male,State,163.4
658,2012,25 - 29 years,Male,Border,12.4
659,2012,25 - 29 years,Male,West,13.9
660,2012,25 - 29 years,Male,Mid-West,15.3
661,2012,25 - 29 years,Male,South-East,12.9
662,2012,25 - 29 years,Male,South-West,21.9
663,2012,25 - 29 years,Male,Dublin,55.4
664,2012,25 - 29 years,Male,Mid-East,21.6
665,2012,25 - 29 years,Male,Midland,10.1
666,2012,25 - 29 years,Female,State,178.1
667,2012,25 - 29 years,Female,Border,12.6
668,2012,25 - 29 years,Female,West,15.2
669,2012,25 - 29 years,Female,Mid-West,15.9
670,2012,25 - 29 years,Female,South-East,13.9
671,2012,25 - 29 years,Female,South-West,24.0
672,2012,25 - 29 years,Female,Dublin,62.3
673,2012,25 - 29 years,Female,Mid-East,23.6
674,2012,25 - 29 years,Female,Midland,10.7
675,2012,30 - 34 years,Both sexes,State,394.0
676,2012,30 - 34 years,Both sexes,Border,28.9
677,2012,30 - 34 years,Both sexes,West,34.6
678,2012,30 - 34 years,Both sexes,Mid-West,36.3
679,2012,30 - 34 years,Both sexes,South-East,31.9
680,2012,30 - 34 years,Both sexes,South-West,54.7
681,2012,30 - 34 years,Both sexes,Dublin,127.6
682,2012,30 - 34 years,Both sexes,Mid-East,56.6
683,2012,30 - 34 years,Both sexes,Midland,23.4
684,2012,30 - 34 years,Male,State,193.3
685,2012,30 - 34 years,Male,Border,14.2
686,2012,30 - 34 years,Male,West,16.9
687,2012,30 - 34 years,Male,Mid-West,18.1
688,2012,30 - 34 years,Male,South-East,15.8
689,2012,30 - 34 years,Male,South-West,26.8
690,2012,30 - 34 years,Male,Dublin,62.4
691,2012,30 - 34 years,Male,Mid-East,27.5
692,2012,30 - 34 years,Male,Midland,11.5
693,2012,30 - 34 years,Female,State,200.8
694,2012,30 - 34 years,Female,Border,14.7
695,2012,30 - 34 years,Female,West,17.7
696,2012,30 - 34 years,Female,Mid-West,18.2
697,2012,30 - 34 years,Female,South-East,16.2
698,2012,30 - 34 years,Female,South-West,27.8
699,2012,30 - 34 years,Female,Dublin,65.2
700,2012,30 - 34 years,Female,Mid-East,29.1
701,2012,30 - 34 years,Female,Midland,11.9
702,2012,35 - 39 years,Both sexes,State,365.2
703,2012,35 - 39 years,Both sexes,Border,28.8
704,2012,35 - 39 years,Both sexes,West,33.3
705,2012,35 - 39 years,Both sexes,Mid-West,35.6
706,2012,35 - 39 years,Both sexes,South-East,31.5
707,2012,35 - 39 years,Both sexes,South-West,52.2
708,2012,35 - 39 years,Both sexes,Dublin,104.0
709,2012,35 - 39 years,Both sexes,Mid-East,57.3
710,2012,35 - 39 years,Both sexes,Midland,22.5
711,2012,35 - 39 years,Male,State,182.3
712,2012,35 - 39 years,Male,Border,14.4
713,2012,35 - 39 years,Male,West,16.4
714,2012,35 - 39 years,Male,Mid-West,18.0
715,2012,35 - 39 years,Male,South-East,15.9
716,2012,35 - 39 years,Male,South-West,26.3
717,2012,35 - 39 years,Male,Dublin,51.5
718,2012,35 - 39 years,Male,Mid-East,28.4
719,2012,35 - 39 years,Male,Midland,11.4
720,2012,35 - 39 years,Female,State,182.9
721,2012,35 - 39 years,Female,Border,14.3
722,2012,35 - 39 years,Female,West,16.9
723,2012,35 - 39 years,Female,Mid-West,17.6
724,2012,35 - 39 years,Female,South-East,15.6
725,2012,35 - 39 years,Female,South-West,25.8
726,2012,35 - 39 years,Female,Dublin,52.5
727,2012,35 - 39 years,Female,Mid-East,28.9
728,2012,35 - 39 years,Female,Midland,11.2
729,2012,40 - 44 years,Both sexes,State,334.6
730,2012,40 - 44 years,Both sexes,Border,27.8
731,2012,40 - 44 years,Both sexes,West,31.3
732,2012,40 - 44 years,Both sexes,Mid-West,33.9
733,2012,40 - 44 years,Both sexes,South-East,29.9
734,2012,40 - 44 years,Both sexes,South-West,48.5
735,2012,40 - 44 years,Both sexes,Dublin,88.9
736,2012,40 - 44 years,Both sexes,Mid-East,52.9
737,2012,40 - 44 years,Both sexes,Midland,21.4
738,2012,40 - 44 years,Male,State,168.0
739,2012,40 - 44 years,Male,Border,14.1
740,2012,40 - 44 years,Male,West,15.6
741,2012,40 - 44 years,Male,Mid-West,17.1
742,2012,40 - 44 years,Male,South-East,15.1
743,2012,40 - 44 years,Male,South-West,24.4
744,2012,40 - 44 years,Male,Dublin,44.1
745,2012,40 - 44 years,Male,Mid-East,26.6
746,2012,40 - 44 years,Male,Midland,10.9
747,2012,40 - 44 years,Female,State,166.6
748,2012,40 - 44 years,Female,Border,13.7
749,2012,40 - 44 years,Female,West,15.7
750,2012,40 - 44 years,Female,Mid-West,16.8
751,2012,40 - 44 years,Female,South-East,14.8
752,2012,40 - 44 years,Female,South-West,24.1
753,2012,40 - 44 years,Female,Dublin,44.8
754,2012,40 - 44 years,Female,Mid-East,26.3
755,2012,40 - 44 years,Female,Midland,10.5
756,2012,45 - 49 years,Both sexes,State,307.7
757,2012,45 - 49 years,Both sexes,Border,26.3
758,2012,45 - 49 years,Both sexes,West,29.8
759,2012,45 - 49 years,Both sexes,Mid-West,31.9
760,2012,45 - 49 years,Both sexes,South-East,28.7
761,2012,45 - 49 years,Both sexes,South-West,45.8
762,2012,45 - 49 years,Both sexes,Dublin,79.5
763,2012,45 - 49 years,Both sexes,Mid-East,46.7
764,2012,45 - 49 years,Both sexes,Midland,19.0
765,2012,45 - 49 years,Male,State,153.0
766,2012,45 - 49 years,Male,Border,13.2
767,2012,45 - 49 years,Male,West,15.0
768,2012,45 - 49 years,Male,Mid-West,15.9
769,2012,45 - 49 years,Male,South-East,14.2
770,2012,45 - 49 years,Male,South-West,23.1
771,2012,45 - 49 years,Male,Dublin,38.6
772,2012,45 - 49 years,Male,Mid-East,23.4
773,2012,45 - 49 years,Male,Midland,9.6
774,2012,45 - 49 years,Female,State,154.7
775,2012,45 - 49 years,Female,Border,13.1
776,2012,45 - 49 years,Female,West,14.8
777,2012,45 - 49 years,Female,Mid-West,16.0
778,2012,45 - 49 years,Female,South-East,14.5
779,2012,45 - 49 years,Female,South-West,22.7
780,2012,45 - 49 years,Female,Dublin,40.9
781,2012,45 - 49 years,Female,Mid-East,23.2
782,2012,45 - 49 years,Female,Midland,9.4
783,2012,50 - 54 years,Both sexes,State,278.2
784,2012,50 - 54 years,Both sexes,Border,24.3
785,2012,50 - 54 years,Both sexes,West,27.9
786,2012,50 - 54 years,Both sexes,Mid-West,29.4
787,2012,50 - 54 years,Both sexes,South-East,25.7
788,2012,50 - 54 years,Both sexes,South-West,41.7
789,2012,50 - 54 years,Both sexes,Dublin,72.7
790,2012,50 - 54 years,Both sexes,Mid-East,39.4
791,2012,50 - 54 years,Both sexes,Midland,17.0
792,2012,50 - 54 years,Male,State,138.3
793,2012,50 - 54 years,Male,Border,12.1
794,2012,50 - 54 years,Male,West,13.9
795,2012,50 - 54 years,Male,Mid-West,14.9
796,2012,50 - 54 years,Male,South-East,12.8
797,2012,50 - 54 years,Male,South-West,20.9
798,2012,50 - 54 years,Male,Dublin,35.3
799,2012,50 - 54 years,Male,Mid-East,19.7
800,2012,50 - 54 years,Male,Midland,8.7
801,2012,50 - 54 years,Female,State,139.9
802,2012,50 - 54 years,Female,Border,12.2
803,2012,50 - 54 years,Female,West,14.0
804,2012,50 - 54 years,Female,Mid-West,14.6
805,2012,50 - 54 years,Female,South-East,12.9
806,2012,50 - 54 years,Female,South-West,20.8
807,2012,50 - 54 years,Female,Dublin,37.4
808,2012,50 - 54 years,Female,Mid-East,19.7
809,2012,50 - 54 years,Female,Midland,8.3
810,2012,55 - 59 years,Both sexes,State,248.0
811,2012,55 - 59 years,Both sexes,Border,22.4
812,2012,55 - 59 years,Both sexes,West,25.8
813,2012,55 - 59 years,Both sexes,Mid-West,26.9
814,2012,55 - 59 years,Both sexes,South-East,22.8
815,2012,55 - 59 years,Both sexes,South-West,37.3
816,2012,55 - 59 years,Both sexes,Dublin,63.4
817,2012,55 - 59 years,Both sexes,Mid-East,34.1
818,2012,55 - 59 years,Both sexes,Midland,15.1
819,2012,55 - 59 years,Male,State,123.8
820,2012,55 - 59 years,Male,Border,11.4
821,2012,55 - 59 years,Male,West,13.1
822,2012,55 - 59 years,Male,Mid-West,13.6
823,2012,55 - 59 years,Male,South-East,11.6
824,2012,55 - 59 years,Male,South-West,18.8
825,2012,55 - 59 years,Male,Dublin,30.5
826,2012,55 - 59 years,Male,Mid-East,17.1
827,2012,55 - 59 years,Male,Midland,7.8
828,2012,55 - 59 years,Female,State,124.2
829,2012,55 - 59 years,Female,Border,11.0
830,2012,55 - 59 years,Female,West,12.7
831,2012,55 - 59 years,Female,Mid-West,13.3
832,2012,55 - 59 years,Female,South-East,11.3
833,2012,55 - 59 years,Female,South-West,18.5
834,2012,55 - 59 years,Female,Dublin,33.0
835,2012,55 - 59 years,Female,Mid-East,17.0
836,2012,55 - 59 years,Female,Midland,7.4
837,2012,60 - 64 years,Both sexes,State,219.9
838,2012,60 - 64 years,Both sexes,Border,20.3
839,2012,60 - 64 years,Both sexes,West,22.9
840,2012,60 - 64 years,Both sexes,Mid-West,24.6
841,2012,60 - 64 years,Both sexes,South-East,20.4
842,2012,60 - 64 years,Both sexes,South-West,33.4
843,2012,60 - 64 years,Both sexes,Dublin,56.0
844,2012,60 - 64 years,Both sexes,Mid-East,29.2
845,2012,60 - 64 years,Both sexes,Midland,13.1
846,2012,60 - 64 years,Male,State,110.1
847,2012,60 - 64 years,Male,Border,10.4
848,2012,60 - 64 years,Male,West,11.7
849,2012,60 - 64 years,Male,Mid-West,12.4
850,2012,60 - 64 years,Male,South-East,10.3
851,2012,60 - 64 years,Male,South-West,16.9
852,2012,60 - 64 years,Male,Dublin,27.0
853,2012,60 - 64 years,Male,Mid-East,14.6
854,2012,60 - 64 years,Male,Midland,6.7
855,2012,60 - 64 years,Female,State,109.8
856,2012,60 - 64 years,Female,Border,9.9
857,2012,60 - 64 years,Female,West,11.2
858,2012,60 - 64 years,Female,Mid-West,12.2
859,2012,60 - 64 years,Female,South-East,10.1
860,2012,60 - 64 years,Female,South-West,16.5
861,2012,60 - 64 years,Female,Dublin,29.0
862,2012,60 - 64 years,Female,Mid-East,14.6
863,2012,60 - 64 years,Female,Midland,6.4
864,2012,65 - 69 years,Both sexes,State,181.6
865,2012,65 - 69 years,Both sexes,Border,17.1
866,2012,65 - 69 years,Both sexes,West,18.6
867,2012,65 - 69 years,Both sexes,Mid-West,20.3
868,2012,65 - 69 years,Both sexes,South-East,17.4
869,2012,65 - 69 years,Both sexes,South-West,28.0
870,2012,65 - 69 years,Both sexes,Dublin,45.6
871,2012,65 - 69 years,Both sexes,Mid-East,23.7
872,2012,65 - 69 years,Both sexes,Midland,10.9
873,2012,65 - 69 years,Male,State,90.6
874,2012,65 - 69 years,Male,Border,8.9
875,2012,65 - 69 years,Male,West,9.7
876,2012,65 - 69 years,Male,Mid-West,10.2
877,2012,65 - 69 years,Male,South-East,8.7
878,2012,65 - 69 years,Male,South-West,14.0
879,2012,65 - 69 years,Male,Dublin,21.6
880,2012,65 - 69 years,Male,Mid-East,12.0
881,2012,65 - 69 years,Male,Midland,5.5
882,2012,65 - 69 years,Female,State,91.0
883,2012,65 - 69 years,Female,Border,8.2
884,2012,65 - 69 years,Female,West,8.9
885,2012,65 - 69 years,Female,Mid-West,10.1
886,2012,65 - 69 years,Female,South-East,8.7
887,2012,65 - 69 years,Female,South-West,14.0
888,2012,65 - 69 years,Female,Dublin,24.0
889,2012,65 - 69 years,Female,Mid-East,11.7
890,2012,65 - 69 years,Female,Midland,5.4
891,2012,70 - 74 years,Both sexes,State,133.1
892,2012,70 - 74 years,Both sexes,Border,12.3
893,2012,70 - 74 years,Both sexes,West,13.7
894,2012,70 - 74 years,Both sexes,Mid-West,14.8
895,2012,70 - 74 years,Both sexes,South-East,12.9
896,2012,70 - 74 years,Both sexes,South-West,20.7
897,2012,70 - 74 years,Both sexes,Dublin,35.3
898,2012,70 - 74 years,Both sexes,Mid-East,15.8
899,2012,70 - 74 years,Both sexes,Midland,7.7
900,2012,70 - 74 years,Male,State,64.6
901,2012,70 - 74 years,Male,Border,6.2
902,2012,70 - 74 years,Male,West,7.0
903,2012,70 - 74 years,Male,Mid-West,7.3
904,2012,70 - 74 years,Male,South-East,6.5
905,2012,70 - 74 years,Male,South-West,10.0
906,2012,70 - 74 years,Male,Dublin,16.1
907,2012,70 - 74 years,Male,Mid-East,7.8
908,2012,70 - 74 years,Male,Midland,3.8
909,2012,70 - 74 years,Female,State,68.5
910,2012,70 - 74 years,Female,Border,6.1
911,2012,70 - 74 years,Female,West,6.8
912,2012,70 - 74 years,Female,Mid-West,7.5
913,2012,70 - 74 years,Female,South-East,6.4
914,2012,70 - 74 years,Female,South-West,10.7
915,2012,70 - 74 years,Female,Dublin,19.1
916,2012,70 - 74 years,Female,Mid-East,8.0
917,2012,70 - 74 years,Female,Midland,3.9
918,2012,75 - 79 years,Both sexes,State,103.9
919,2012,75 - 79 years,Both sexes,Border,9.9
920,2012,75 - 79 years,Both sexes,West,10.9
921,2012,75 - 79 years,Both sexes,Mid-West,11.4
922,2012,75 - 79 years,Both sexes,South-East,9.9
923,2012,75 - 79 years,Both sexes,South-West,16.1
924,2012,75 - 79 years,Both sexes,Dublin,28.0
925,2012,75 - 79 years,Both sexes,Mid-East,11.3
926,2012,75 - 79 years,Both sexes,Midland,6.4
927,2012,75 - 79 years,Male,State,47.8
928,2012,75 - 79 years,Male,Border,4.7
929,2012,75 - 79 years,Male,West,5.3
930,2012,75 - 79 years,Male,Mid-West,5.4
931,2012,75 - 79 years,Male,South-East,4.6
932,2012,75 - 79 years,Male,South-West,7.4
933,2012,75 - 79 years,Male,Dublin,12.1
934,2012,75 - 79 years,Male,Mid-East,5.2
935,2012,75 - 79 years,Male,Midland,3.1
936,2012,75 - 79 years,Female,State,56.1
937,2012,75 - 79 years,Female,Border,5.2
938,2012,75 - 79 years,Female,West,5.6
939,2012,75 - 79 years,Female,Mid-West,6.0
940,2012,75 - 79 years,Female,South-East,5.2
941,2012,75 - 79 years,Female,South-West,8.8
942,2012,75 - 79 years,Female,Dublin,16.0
943,2012,75 - 79 years,Female,Mid-East,6.1
944,2012,75 - 79 years,Female,Midland,3.3
945,2012,80 - 84 years,Both sexes,State,71.5
946,2012,80 - 84 years,Both sexes,Border,7.0
947,2012,80 - 84 years,Both sexes,West,7.9
948,2012,80 - 84 years,Both sexes,Mid-West,7.9
949,2012,80 - 84 years,Both sexes,South-East,6.6
950,2012,80 - 84 years,Both sexes,South-West,11.2
951,2012,80 - 84 years,Both sexes,Dublin,19.4
952,2012,80 - 84 years,Both sexes,Mid-East,7.4
953,2012,80 - 84 years,Both sexes,Midland,4.2
954,2012,80 - 84 years,Male,State,29.6
955,2012,80 - 84 years,Male,Border,3.1
956,2012,80 - 84 years,Male,West,3.5
957,2012,80 - 84 years,Male,Mid-West,3.4
958,2012,80 - 84 years,Male,South-East,2.9
959,2012,80 - 84 years,Male,South-West,4.6
960,2012,80 - 84 years,Male,Dublin,7.4
961,2012,80 - 84 years,Male,Mid-East,3.1
962,2012,80 - 84 years,Male,Midland,1.8
963,2012,80 - 84 years,Female,State,41.9
964,2012,80 - 84 years,Female,Border,3.9
965,2012,80 - 84 years,Female,West,4.5
966,2012,80 - 84 years,Female,Mid-West,4.5
967,2012,80 - 84 years,Female,South-East,3.7
968,2012,80 - 84 years,Female,South-West,6.6
969,2012,80 - 84 years,Female,Dublin,12.0
970,2012,80 - 84 years,Female,Mid-East,4.3
971,2012,80 - 84 years,Female,Midland,2.4
972,2012,85 years and over,Both sexes,State,59.8
973,2012,85 years and over,Both sexes,Border,6.4
974,2012,85 years and over,Both sexes,West,7.1
975,2012,85 years and over,Both sexes,Mid-West,6.5
976,2012,85 years and over,Both sexes,South-East,5.4
977,2012,85 years and over,Both sexes,South-West,9.1
978,2012,85 years and over,Both sexes,Dublin,15.3
979,2012,85 years and over,Both sexes,Mid-East,6.5
980,2012,85 years and over,Both sexes,Midland,3.6
981,2012,85 years and over,Male,State,19.0
982,2012,85 years and over,Male,Border,2.1
983,2012,85 years and over,Male,West,2.3
984,2012,85 years and over,Male,Mid-West,2.1
985,2012,85 years and over,Male,South-East,1.8
986,2012,85 years and over,Male,South-West,2.8
987,2012,85 years and over,Male,Dublin,4.6
988,2012,85 years and over,Male,Mid-East,2.0
989,2012,85 years and over,Male,Midland,1.2
990,2012,85 years and over,Female,State,40.8
991,2012,85 years and over,Female,Border,4.3
992,2012,85 years and over,Female,West,4.8
993,2012,85 years and over,Female,Mid-West,4.4
994,2012,85 years and over,Female,South-East,3.6
995,2012,85 years and over,Female,South-West,6.3
996,2012,85 years and over,Female,Dublin,10.6
997,2012,85 years and over,Female,Mid-East,4.6
998,2012,85 years and over,Female,Midland,2.3
999,2012,All ages,Both sexes,State,4593.7
1000,2012,All ages,Both sexes,Border,392.1
1001,2012,All ages,Both sexes,West,439.4
1002,2012,All ages,Both sexes,Mid-West,470.6
1003,2012,All ages,Both sexes,South-East,411.6
1004,2012,All ages,Both sexes,South-West,667.4
1005,2012,All ages,Both sexes,Dublin,1260.6
1006,2012,All ages,Both sexes,Mid-East,664.7
1007,2012,All ages,Both sexes,Midland,287.2
1008,2012,All ages,Male,State,2275.0
1009,2012,All ages,Male,Border,197.7
1010,2012,All ages,Male,West,219.0
1011,2012,All ages,Male,Mid-West,235.8
1012,2012,All ages,Male,South-East,204.9
1013,2012,All ages,Male,South-West,331.9
1014,2012,All ages,Male,Dublin,612.2
1015,2012,All ages,Male,Mid-East,330.2
1016,2012,All ages,Male,Midland,143.4
1017,2012,All ages,Female,State,2318.7
1018,2012,All ages,Female,Border,194.4
1019,2012,All ages,Female,West,220.5
1020,2012,All ages,Female,Mid-West,234.8
1021,2012,All ages,Female,South-East,206.7
1022,2012,All ages,Female,South-West,335.5
1023,2012,All ages,Female,Dublin,648.5
1024,2012,All ages,Female,Mid-East,334.5
1025,2012,All ages,Female,Midland,143.8
1026,2013,0 - 4 years,Both sexes,State,353.0
1027,2013,0 - 4 years,Both sexes,Border,30.2
1028,2013,0 - 4 years,Both sexes,West,32.6
1029,2013,0 - 4 years,Both sexes,Mid-West,34.4
1030,2013,0 - 4 years,Both sexes,South-East,31.4
1031,2013,0 - 4 years,Both sexes,South-West,50.1
1032,2013,0 - 4 years,Both sexes,Dublin,92.7
1033,2013,0 - 4 years,Both sexes,Mid-East,57.8
1034,2013,0 - 4 years,Both sexes,Midland,23.9
1035,2013,0 - 4 years,Male,State,180.0
