year,age_group,gender,kvalue
1959,All ages,Both sexes,2845.6
1959,All ages,Male,1434.6
1959,All ages,Female,1411.0
1960,0 - 4 years,Both sexes,300.1
1960,0 - 4 years,Male,153.2
1960,0 - 4 years,Female,146.9
1960,0 - 14 years,Both sexes,875.5
1960,0 - 14 years,Male,448.2
1960,0 - 14 years,Female,427.3
1960,5 - 9 years,Both sexes,289.2
1960,5 - 9 years,Male,148.1
1960,5 - 9 years,Female,141.1
1960,10 - 14 years,Both sexes,286.2
1960,10 - 14 years,Male,146.9
1960,10 - 14 years,Female,139.3
1960,15 - 19 years,Both sexes,233.3
1960,15 - 19 years,Male,120.5
1960,15 - 19 years,Female,112.8
1960,15 - 24 years,Both sexes,395.4
1960,15 - 24 years,Male,203.2
1960,15 - 24 years,Female,192.2
1960,15 years and over,Both sexes,1956.6
1960,15 years and over,Male,978.9
1960,15 years and over,Female,977.7
1960,20 - 24 years,Both sexes,162.1
1960,20 - 24 years,Male,82.7
1960,20 - 24 years,Female,79.4
1960,25 - 29 years,Both sexes,150.0
1960,25 - 29 years,Male,74.6
1960,25 - 29 years,Female,75.4
1960,25 - 44 years,Both sexes,649.7
1960,25 - 44 years,Male,321.9
1960,25 - 44 years,Female,327.8
1960,30 - 34 years,Both sexes,157.0
1960,30 - 34 years,Male,77.4
1960,30 - 34 years,Female,79.6
1960,35 - 39 years,Both sexes,169.7
1960,35 - 39 years,Male,83.2
1960,35 - 39 years,Female,86.5
1960,40 - 44 years,Both sexes,173.0
1960,40 - 44 years,Male,86.7
1960,40 - 44 years,Female,86.3
1960,45 - 49 years,Both sexes,174.0
1960,45 - 49 years,Male,89.0
1960,45 - 49 years,Female,85.0
1960,45 - 64 years,Both sexes,596.4
1960,45 - 64 years,Male,303.1
1960,45 - 64 years,Female,293.3
1960,50 - 54 years,Both sexes,155.1
1960,50 - 54 years,Male,80.6
1960,50 - 54 years,Female,74.5
1960,55 - 59 years,Both sexes,139.1
1960,55 - 59 years,Male,70.3
1960,55 - 59 years,Female,68.8
1960,60 - 64 years,Both sexes,128.2
1960,60 - 64 years,Male,63.2
1960,60 - 64 years,Female,65.0
1960,65 - 69 years,Both sexes,104.4
1960,65 - 69 years,Male,52.0
1960,65 - 69 years,Female,52.4
1960,65 years and over,Both sexes,315.1
1960,65 years and over,Male,150.7
1960,65 years and over,Female,164.4
1960,70 - 74 years,Both sexes,92.8
1960,70 - 74 years,Male,44.4
1960,70 - 74 years,Female,48.4
1960,75 - 79 years,Both sexes,63.8
1960,75 - 79 years,Male,30.3
1960,75 - 79 years,Female,33.5
1960,80 - 84 years,Both sexes,36.1
1960,80 - 84 years,Male,16.4
1960,80 - 84 years,Female,19.7
1960,85 years and over,Both sexes,18.0
1960,85 years and over,Male,7.6
1960,85 years and over,Female,10.4
1960,All ages,Both sexes,2832.1
1960,All ages,Male,1427.1
1960,All ages,Female,1405.0
1961,0 - 4 years,Both sexes,300.8
1961,0 - 4 years,Male,153.4
1961,0 - 4 years,Female,147.4
1961,0 - 14 years,Both sexes,877.3
1961,0 - 14 years,Male,448.7
1961,0 - 14 years,Female,428.5
1961,5 - 9 years,Both sexes,287.7
1961,5 - 9 years,Male,147.0
1961,5 - 9 years,Female,140.7
1961,10 - 14 years,Both sexes,288.8
1961,10 - 14 years,Male,148.3
1961,10 - 14 years,Female,140.5
1961,15 - 19 years,Both sexes,233.8
1961,15 - 19 years,Male,120.3
1961,15 - 19 years,Female,113.5
1961,15 - 24 years,Both sexes,391.8
1961,15 - 24 years,Male,200.8
1961,15 - 24 years,Female,191.1
1961,15 years and over,Both sexes,1941.1
1961,15 years and over,Male,967.8
1961,15 years and over,Female,973.3
1961,20 - 24 years,Both sexes,158.0
1961,20 - 24 years,Male,80.4
1961,20 - 24 years,Female,77.6
1961,25 - 29 years,Both sexes,145.4
1961,25 - 29 years,Male,72.3
1961,25 - 29 years,Female,73.1
1961,25 - 44 years,Both sexes,635.3
1961,25 - 44 years,Male,314.0
1961,25 - 44 years,Female,321.3
1961,30 - 34 years,Both sexes,152.8
1961,30 - 34 years,Male,75.2
1961,30 - 34 years,Female,77.5
1961,35 - 39 years,Both sexes,166.8
1961,35 - 39 years,Male,81.6
1961,35 - 39 years,Female,85.2
1961,40 - 44 years,Both sexes,170.3
1961,40 - 44 years,Male,84.8
1961,40 - 44 years,Female,85.5
1961,45 - 49 years,Both sexes,174.6
1961,45 - 49 years,Male,89.0
1961,45 - 49 years,Female,85.6
1961,45 - 64 years,Both sexes,598.9
1961,45 - 64 years,Male,303.8
1961,45 - 64 years,Female,295.2
1961,50 - 54 years,Both sexes,157.1
1961,50 - 54 years,Male,81.7
1961,50 - 54 years,Female,75.4
1961,55 - 59 years,Both sexes,136.1
1961,55 - 59 years,Male,68.6
1961,55 - 59 years,Female,67.5
1961,60 - 64 years,Both sexes,131.1
1961,60 - 64 years,Male,64.4
1961,60 - 64 years,Female,66.6
1961,65 - 69 years,Both sexes,103.5
1961,65 - 69 years,Male,51.1
1961,65 - 69 years,Female,52.3
1961,65 years and over,Both sexes,315.1
1961,65 years and over,Male,149.3
1961,65 years and over,Female,165.8
1961,70 - 74 years,Both sexes,92.8
1961,70 - 74 years,Male,44.1
1961,70 - 74 years,Female,48.7
1961,75 - 79 years,Both sexes,63.2
1961,75 - 79 years,Male,29.7
1961,75 - 79 years,Female,33.5
1961,80 - 84 years,Both sexes,37.0
1961,80 - 84 years,Male,16.7
1961,80 - 84 years,Female,20.4
1961,85 years and over,Both sexes,18.5
1961,85 years and over,Male,7.7
1961,85 years and over,Female,10.8
1961,All ages,Both sexes,2818.3
1961,All ages,Male,1416.5
1961,All ages,Female,1401.8
1962,0 - 4 years,Both sexes,303.7
1962,0 - 4 years,Male,155.0
1962,0 - 4 years,Female,148.7
1962,0 - 14 years,Both sexes,881.5
1962,0 - 14 years,Male,450.9
1962,0 - 14 years,Female,430.6
1962,5 - 9 years,Both sexes,289.8
1962,5 - 9 years,Male,148.1
1962,5 - 9 years,Female,141.7
1962,10 - 14 years,Both sexes,288.0
1962,10 - 14 years,Male,147.8
1962,10 - 14 years,Female,140.2
1962,15 - 19 years,Both sexes,238.8
1962,15 - 19 years,Male,122.9
1962,15 - 19 years,Female,115.9
1962,15 - 24 years,Both sexes,402.1
1962,15 - 24 years,Male,206.1
1962,15 - 24 years,Female,196.0
1962,15 years and over,Both sexes,1948.6
1962,15 years and over,Male,971.9
1962,15 years and over,Female,976.7
1962,20 - 24 years,Both sexes,163.3
1962,20 - 24 years,Male,83.2
1962,20 - 24 years,Female,80.1
1962,25 - 29 years,Both sexes,146.1
1962,25 - 29 years,Male,72.8
1962,25 - 29 years,Female,73.3
1962,25 - 44 years,Both sexes,630.7
1962,25 - 44 years,Male,312.4
1962,25 - 44 years,Female,318.3
1962,30 - 34 years,Both sexes,151.4
1962,30 - 34 years,Male,74.9
1962,30 - 34 years,Female,76.5
1962,35 - 39 years,Both sexes,164.3
1962,35 - 39 years,Male,80.6
1962,35 - 39 years,Female,83.7
1962,40 - 44 years,Both sexes,168.9
1962,40 - 44 years,Male,84.1
1962,40 - 44 years,Female,84.8
1962,45 - 49 years,Both sexes,172.9
1962,45 - 49 years,Male,87.9
1962,45 - 49 years,Female,85.0
1962,45 - 64 years,Both sexes,599.3
1962,45 - 64 years,Male,304.0
1962,45 - 64 years,Female,295.3
1962,50 - 54 years,Both sexes,158.6
1962,50 - 54 years,Male,82.2
1962,50 - 54 years,Female,76.4
1962,55 - 59 years,Both sexes,138.2
1962,55 - 59 years,Male,70.0
1962,55 - 59 years,Female,68.2
1962,60 - 64 years,Both sexes,129.6
1962,60 - 64 years,Male,63.9
1962,60 - 64 years,Female,65.7
1962,65 - 69 years,Both sexes,105.5
1962,65 - 69 years,Male,51.9
1962,65 - 69 years,Female,53.6
1962,65 years and over,Both sexes,316.5
1962,65 years and over,Male,149.4
1962,65 years and over,Female,167.1
1962,70 - 74 years,Both sexes,92.2
1962,70 - 74 years,Male,43.7
1962,70 - 74 years,Female,48.5
1962,75 - 79 years,Both sexes,63.1
1962,75 - 79 years,Male,29.5
1962,75 - 79 years,Female,33.6
1962,80 - 84 years,Both sexes,36.8
1962,80 - 84 years,Male,16.5
1962,80 - 84 years,Female,20.3
1962,85 years and over,Both sexes,18.9
1962,85 years and over,Male,7.8
1962,85 years and over,Female,11.1
1962,All ages,Both sexes,2830.1
1962,All ages,Male,1422.8
1962,All ages,Female,1407.3
1963,0 - 4 years,Both sexes,307.4
1963,0 - 4 years,Male,156.9
1963,0 - 4 years,Female,150.5
1963,0 - 14 years,Both sexes,888.1
1963,0 - 14 years,Male,454.0
1963,0 - 14 years,Female,434.1
1963,5 - 9 years,Both sexes,292.7
1963,5 - 9 years,Male,149.5
1963,5 - 9 years,Female,143.2
1963,10 - 14 years,Both sexes,288.0
1963,10 - 14 years,Male,147.6
1963,10 - 14 years,Female,140.4
1963,15 - 19 years,Both sexes,244.3
1963,15 - 19 years,Male,125.7
1963,15 - 19 years,Female,118.6
1963,15 - 24 years,Both sexes,413.5
1963,15 - 24 years,Male,212.0
1963,15 - 24 years,Female,201.5
1963,15 years and over,Both sexes,1961.9
1963,15 years and over,Male,978.7
1963,15 years and over,Female,983.2
1963,20 - 24 years,Both sexes,169.2
1963,20 - 24 years,Male,86.3
1963,20 - 24 years,Female,82.9
1963,25 - 29 years,Both sexes,147.2
1963,25 - 29 years,Male,73.5
1963,25 - 29 years,Female,73.7
1963,25 - 44 years,Both sexes,627.9
1963,25 - 44 years,Male,311.6
1963,25 - 44 years,Female,316.3
1963,30 - 34 years,Both sexes,150.6
1963,30 - 34 years,Male,74.8
1963,30 - 34 years,Female,75.8
1963,35 - 39 years,Both sexes,162.2
1963,35 - 39 years,Male,79.8
1963,35 - 39 years,Female,82.4
1963,40 - 44 years,Both sexes,167.9
1963,40 - 44 years,Male,83.5
1963,40 - 44 years,Female,84.4
1963,45 - 49 years,Both sexes,171.8
1963,45 - 49 years,Male,87.1
1963,45 - 49 years,Female,84.7
1963,45 - 64 years,Both sexes,601.5
1963,45 - 64 years,Male,305.1
1963,45 - 64 years,Female,296.4
1963,50 - 54 years,Both sexes,160.5
1963,50 - 54 years,Male,82.9
1963,50 - 54 years,Female,77.6
1963,55 - 59 years,Both sexes,140.7
1963,55 - 59 years,Male,71.6
1963,55 - 59 years,Female,69.1
1963,60 - 64 years,Both sexes,128.5
1963,60 - 64 years,Male,63.5
1963,60 - 64 years,Female,65.0
1963,65 - 69 years,Both sexes,107.9
1963,65 - 69 years,Male,52.8
1963,65 - 69 years,Female,55.1
1963,65 years and over,Both sexes,319.0
1963,65 years and over,Male,150.0
1963,65 years and over,Female,169.0
1963,70 - 74 years,Both sexes,92.0
1963,70 - 74 years,Male,43.5
1963,70 - 74 years,Female,48.5
1963,75 - 79 years,Both sexes,63.2
1963,75 - 79 years,Male,29.4
1963,75 - 79 years,Female,33.8
1963,80 - 84 years,Both sexes,36.6
1963,80 - 84 years,Male,16.4
1963,80 - 84 years,Female,20.2
1963,85 years and over,Both sexes,19.3
1963,85 years and over,Male,7.9
1963,85 years and over,Female,11.4
1963,All ages,Both sexes,2850.0
1963,All ages,Male,1432.7
1963,All ages,Female,1417.3
1964,0 - 4 years,Both sexes,310.5
1964,0 - 4 years,Male,158.5
1964,0 - 4 years,Female,152.0
1964,0 - 14 years,Both sexes,893.0
1964,0 - 14 years,Male,456.3
1964,0 - 14 years,Female,436.7
1964,5 - 9 years,Both sexes,295.1
1964,5 - 9 years,Male,150.7
1964,5 - 9 years,Female,144.4
1964,10 - 14 years,Both sexes,287.4
1964,10 - 14 years,Male,147.1
1964,10 - 14 years,Female,140.3
1964,15 - 19 years,Both sexes,249.6
1964,15 - 19 years,Male,128.4
1964,15 - 19 years,Female,121.2
1964,15 - 24 years,Both sexes,424.3
1964,15 - 24 years,Male,217.6
1964,15 - 24 years,Female,206.7
1964,15 years and over,Both sexes,1970.8
1964,15 years and over,Male,983.5
1964,15 years and over,Female,987.3
1964,20 - 24 years,Both sexes,174.7
1964,20 - 24 years,Male,89.2
1964,20 - 24 years,Female,85.5
1964,25 - 29 years,Both sexes,148.1
1964,25 - 29 years,Male,74.1
1964,25 - 29 years,Female,74.0
1964,25 - 44 years,Both sexes,623.9
1964,25 - 44 years,Male,310.3
1964,25 - 44 years,Female,313.6
1964,30 - 34 years,Both sexes,149.4
1964,30 - 34 years,Male,74.6
1964,30 - 34 years,Female,74.8
1964,35 - 39 years,Both sexes,159.8
1964,35 - 39 years,Male,78.8
1964,35 - 39 years,Female,81.0
1964,40 - 44 years,Both sexes,166.6
1964,40 - 44 years,Male,82.8
1964,40 - 44 years,Female,83.8
1964,45 - 49 years,Both sexes,170.1
1964,45 - 49 years,Male,86.0
1964,45 - 49 years,Female,84.1
1964,45 - 64 years,Both sexes,602.1
1964,45 - 64 years,Male,305.5
1964,45 - 64 years,Female,296.6
1964,50 - 54 years,Both sexes,162.1
1964,50 - 54 years,Male,83.5
1964,50 - 54 years,Female,78.6
1964,55 - 59 years,Both sexes,142.9
1964,55 - 59 years,Male,73.1
1964,55 - 59 years,Female,69.8
1964,60 - 64 years,Both sexes,127.0
1964,60 - 64 years,Male,62.9
1964,60 - 64 years,Female,64.1
1964,65 - 69 years,Both sexes,110.1
1964,65 - 69 years,Male,53.6
1964,65 - 69 years,Female,56.5
1964,65 years and over,Both sexes,320.5
1964,65 years and over,Male,150.1
1964,65 years and over,Female,170.4
1964,70 - 74 years,Both sexes,91.4
1964,70 - 74 years,Male,43.1
1964,70 - 74 years,Female,48.3
1964,75 - 79 years,Both sexes,63.1
1964,75 - 79 years,Male,29.2
1964,75 - 79 years,Female,33.9
1964,80 - 84 years,Both sexes,36.3
1964,80 - 84 years,Male,16.2
1964,80 - 84 years,Female,20.1
1964,85 years and over,Both sexes,19.6
1964,85 years and over,Male,8.0
1964,85 years and over,Female,11.6
1964,All ages,Both sexes,2863.8
1964,All ages,Male,1439.8
1964,All ages,Female,1424.0
1965,0 - 4 years,Both sexes,313.4
1965,0 - 4 years,Male,160.1
1965,0 - 4 years,Female,153.3
1965,0 - 14 years,Both sexes,897.2
1965,0 - 14 years,Male,458.3
1965,0 - 14 years,Female,438.9
1965,5 - 9 years,Both sexes,297.2
1965,5 - 9 years,Male,151.7
1965,5 - 9 years,Female,145.5
1965,10 - 14 years,Both sexes,286.6
1965,10 - 14 years,Male,146.5
1965,10 - 14 years,Female,140.1
1965,15 - 19 years,Both sexes,254.6
1965,15 - 19 years,Male,131.0
1965,15 - 19 years,Female,123.6
1965,15 - 24 years,Both sexes,434.7
1965,15 - 24 years,Male,223.0
1965,15 - 24 years,Female,211.7
1965,15 years and over,Both sexes,1978.6
1965,15 years and over,Male,987.5
1965,15 years and over,Female,991.1
1965,20 - 24 years,Both sexes,180.1
1965,20 - 24 years,Male,92.0
1965,20 - 24 years,Female,88.1
1965,25 - 29 years,Both sexes,148.8
1965,25 - 29 years,Male,74.6
1965,25 - 29 years,Female,74.2
1965,25 - 44 years,Both sexes,619.4
1965,25 - 44 years,Male,308.7
1965,25 - 44 years,Female,310.7
1965,30 - 34 years,Both sexes,148.2
1965,30 - 34 years,Male,74.3
1965,30 - 34 years,Female,73.9
1965,35 - 39 years,Both sexes,157.2
1965,35 - 39 years,Male,77.8
1965,35 - 39 years,Female,79.4
1965,40 - 44 years,Both sexes,165.2
1965,40 - 44 years,Male,82.0
1965,40 - 44 years,Female,83.2
1965,45 - 49 years,Both sexes,168.4
1965,45 - 49 years,Male,84.9
1965,45 - 49 years,Female,83.5
1965,45 - 64 years,Both sexes,602.6
1965,45 - 64 years,Male,305.7
1965,45 - 64 years,Female,296.9
1965,50 - 54 years,Both sexes,163.7
1965,50 - 54 years,Male,84.0
1965,50 - 54 years,Female,79.7
1965,55 - 59 years,Both sexes,145.0
1965,55 - 59 years,Male,74.5
1965,55 - 59 years,Female,70.5
1965,60 - 64 years,Both sexes,125.5
1965,60 - 64 years,Male,62.3
1965,60 - 64 years,Female,63.2
1965,65 - 69 years,Both sexes,112.3
1965,65 - 69 years,Male,54.4
1965,65 - 69 years,Female,57.9
1965,65 years and over,Both sexes,321.9
1965,65 years and over,Male,150.1
1965,65 years and over,Female,171.8
1965,70 - 74 years,Both sexes,90.8
1965,70 - 74 years,Male,42.7
1965,70 - 74 years,Female,48.1
1965,75 - 79 years,Both sexes,63.0
1965,75 - 79 years,Male,29.0
1965,75 - 79 years,Female,34.0
1965,80 - 84 years,Both sexes,35.9
1965,80 - 84 years,Male,16.0
1965,80 - 84 years,Female,19.9
1965,85 years and over,Both sexes,19.9
1965,85 years and over,Male,8.0
1965,85 years and over,Female,11.9
1965,All ages,Both sexes,2875.8
1965,All ages,Male,1445.8
1965,All ages,Female,1430.0
1966,0 - 4 years,Both sexes,315.9
1966,0 - 4 years,Male,161.3
1966,0 - 4 years,Female,154.6
1966,0 - 14 years,Both sexes,900.4
1966,0 - 14 years,Male,459.4
1966,0 - 14 years,Female,441.0
1966,5 - 9 years,Both sexes,299.0
1966,5 - 9 years,Male,152.4
1966,5 - 9 years,Female,146.5
1966,10 - 14 years,Both sexes,285.5
1966,10 - 14 years,Male,145.6
1966,10 - 14 years,Female,139.8
1966,15 - 19 years,Both sexes,259.4
1966,15 - 19 years,Male,133.3
1966,15 - 19 years,Female,126.0
1966,15 - 24 years,Both sexes,444.6
1966,15 - 24 years,Male,228.1
1966,15 - 24 years,Female,216.6
1966,15 years and over,Both sexes,1983.6
1966,15 years and over,Male,989.6
1966,15 years and over,Female,994.0
1966,20 - 24 years,Both sexes,185.3
1966,20 - 24 years,Male,94.7
1966,20 - 24 years,Female,90.6
1966,25 - 29 years,Both sexes,149.3
1966,25 - 29 years,Male,75.0
1966,25 - 29 years,Female,74.3
1966,25 - 44 years,Both sexes,613.6
1966,25 - 44 years,Male,306.2
1966,25 - 44 years,Female,307.4
1966,30 - 34 years,Both sexes,146.6
1966,30 - 34 years,Male,73.8
1966,30 - 34 years,Female,72.8
1966,35 - 39 years,Both sexes,154.3
1966,35 - 39 years,Male,76.5
1966,35 - 39 years,Female,77.8
1966,40 - 44 years,Both sexes,163.4
1966,40 - 44 years,Male,81.0
1966,40 - 44 years,Female,82.4
1966,45 - 49 years,Both sexes,166.5
1966,45 - 49 years,Male,83.6
1966,45 - 49 years,Female,82.9
1966,45 - 64 years,Both sexes,602.4
1966,45 - 64 years,Male,305.4
1966,45 - 64 years,Female,297.0
1966,50 - 54 years,Both sexes,165.0
1966,50 - 54 years,Male,84.3
1966,50 - 54 years,Female,80.6
1966,55 - 59 years,Both sexes,147.1
1966,55 - 59 years,Male,75.8
1966,55 - 59 years,Female,71.2
1966,60 - 64 years,Both sexes,123.8
1966,60 - 64 years,Male,61.6
1966,60 - 64 years,Female,62.2
1966,65 - 69 years,Both sexes,114.2
1966,65 - 69 years,Male,55.0
1966,65 - 69 years,Female,59.2
1966,65 years and over,Both sexes,323.0
1966,65 years and over,Male,149.9
1966,65 years and over,Female,173.1
1966,70 - 74 years,Both sexes,90.1
1966,70 - 74 years,Male,42.2
1966,70 - 74 years,Female,47.9
1966,75 - 79 years,Both sexes,62.8
1966,75 - 79 years,Male,28.7
1966,75 - 79 years,Female,34.1
1966,80 - 84 years,Both sexes,35.6
1966,80 - 84 years,Male,15.8
1966,80 - 84 years,Female,19.8
1966,85 years and over,Both sexes,20.3
1966,85 years and over,Male,8.1
1966,85 years and over,Female,12.2
1966,All ages,Both sexes,2884.0
1966,All ages,Male,1449.0
1966,All ages,Female,1435.0
1967,0 - 4 years,Both sexes,315.6
1967,0 - 4 years,Male,161.3
1967,0 - 4 years,Female,154.3
1967,0 - 14 years,Both sexes,905.3
1967,0 - 14 years,Male,462.1
1967,0 - 14 years,Female,443.2
1967,5 - 9 years,Both sexes,302.1
1967,5 - 9 years,Male,154.1
1967,5 - 9 years,Female,148.0
1967,10 - 14 years,Both sexes,287.6
1967,10 - 14 years,Male,146.7
1967,10 - 14 years,Female,140.9
1967,15 - 19 years,Both sexes,260.7
1967,15 - 19 years,Male,133.9
1967,15 - 19 years,Female,126.8
1967,15 - 24 years,Both sexes,451.7
1967,15 - 24 years,Male,231.5
1967,15 - 24 years,Female,220.2
1967,15 years and over,Both sexes,1994.4
1967,15 years and over,Male,994.9
1967,15 years and over,Female,999.5
1967,20 - 24 years,Both sexes,191.0
1967,20 - 24 years,Male,97.6
1967,20 - 24 years,Female,93.4
1967,25 - 29 years,Both sexes,153.9
1967,25 - 29 years,Male,77.4
1967,25 - 29 years,Female,76.5
1967,25 - 44 years,Both sexes,615.7
1967,25 - 44 years,Male,308.1
1967,25 - 44 years,Female,307.6
1967,30 - 34 years,Both sexes,147.4
1967,30 - 34 years,Male,74.4
1967,30 - 34 years,Female,73.0
1967,35 - 39 years,Both sexes,153.2
1967,35 - 39 years,Male,76.3
1967,35 - 39 years,Female,76.9
1967,40 - 44 years,Both sexes,161.2
1967,40 - 44 years,Male,80.0
1967,40 - 44 years,Female,81.2
1967,45 - 49 years,Both sexes,165.2
1967,45 - 49 years,Male,82.8
1967,45 - 49 years,Female,82.4
1967,45 - 64 years,Both sexes,602.9
1967,45 - 64 years,Male,305.4
1967,45 - 64 years,Female,297.5
1967,50 - 54 years,Both sexes,163.6
1967,50 - 54 years,Male,83.4
1967,50 - 54 years,Female,80.2
1967,55 - 59 years,Both sexes,148.4
1967,55 - 59 years,Male,76.3
1967,55 - 59 years,Female,72.1
1967,60 - 64 years,Both sexes,125.7
1967,60 - 64 years,Male,62.9
1967,60 - 64 years,Female,62.8
1967,65 - 69 years,Both sexes,113.7
1967,65 - 69 years,Male,54.9
1967,65 - 69 years,Female,58.8
1967,65 years and over,Both sexes,324.1
1967,65 years and over,Male,149.9
1967,65 years and over,Female,174.2
1967,70 - 74 years,Both sexes,91.7
1967,70 - 74 years,Male,42.6
1967,70 - 74 years,Female,49.1
1967,75 - 79 years,Both sexes,62.5
1967,75 - 79 years,Male,28.5
1967,75 - 79 years,Female,34.0
1967,80 - 84 years,Both sexes,35.8
1967,80 - 84 years,Male,15.8
1967,80 - 84 years,Female,20.0
1967,85 years and over,Both sexes,20.4
1967,85 years and over,Male,8.1
1967,85 years and over,Female,12.3
1967,All ages,Both sexes,2899.7
1967,All ages,Male,1457.0
1967,All ages,Female,1442.7
1968,0 - 4 years,Both sexes,314.8
1968,0 - 4 years,Male,161.0
1968,0 - 4 years,Female,153.8
1968,0 - 14 years,Both sexes,909.4
1968,0 - 14 years,Male,464.3
1968,0 - 14 years,Female,445.1
1968,5 - 9 years,Both sexes,305.0
1968,5 - 9 years,Male,155.6
1968,5 - 9 years,Female,149.4
1968,10 - 14 years,Both sexes,289.6
1968,10 - 14 years,Male,147.7
1968,10 - 14 years,Female,141.9
1968,15 - 19 years,Both sexes,261.8
1968,15 - 19 years,Male,134.3
1968,15 - 19 years,Female,127.5
1968,15 - 24 years,Both sexes,458.3
1968,15 - 24 years,Male,234.8
1968,15 - 24 years,Female,223.5
1968,15 years and over,Both sexes,2002.8
1968,15 years and over,Male,999.2
1968,15 years and over,Female,1003.6
1968,20 - 24 years,Both sexes,196.5
1968,20 - 24 years,Male,100.5
1968,20 - 24 years,Female,96.0
1968,25 - 29 years,Both sexes,158.1
1968,25 - 29 years,Male,79.8
1968,25 - 29 years,Female,78.3
1968,25 - 44 years,Both sexes,616.9
1968,25 - 44 years,Male,309.7
1968,25 - 44 years,Female,307.2
1968,30 - 34 years,Both sexes,148.1
1968,30 - 34 years,Male,74.9
1968,30 - 34 years,Female,73.2
1968,35 - 39 years,Both sexes,151.9
1968,35 - 39 years,Male,75.9
1968,35 - 39 years,Female,76.0
1968,40 - 44 years,Both sexes,158.8
1968,40 - 44 years,Male,79.1
1968,40 - 44 years,Female,79.7
1968,45 - 49 years,Both sexes,163.5
