,year,age_group,sex,migration,value
1946,2023,All ages,Both sexes,Immigrants: All origins,141.6
1947,2023,All ages,Male,Net migration,35.1
1948,2023,All ages,Male,Emigrants: All destinations,31.0
1949,2023,All ages,Male,Immigrants: All origins,66.1
1950,2023,All ages,Female,Net migration,42.6
1951,2023,All ages,Female,Emigrants: All destinations,32.9
1952,2023,All ages,Female,Immigrants: All origins,75.5
1953,2023,0 - 14 years,Both sexes,Net migration,16.3
1954,2023,0 - 14 years,Both sexes,Emigrants: All destinations,5.5
1955,2023,0 - 14 years,Both sexes,Immigrants: All origins,21.8
1956,2023,0 - 14 years,Male,Net migration,8.2
1957,2023,0 - 14 years,Male,Emigrants: All destinations,2.9
1958,2023,0 - 14 years,Male,Immigrants: All origins,11.1
1959,2023,0 - 14 years,Female,Net migration,8.2
1960,2023,0 - 14 years,Female,Emigrants: All destinations,2.6
1961,2023,0 - 14 years,Female,Immigrants: All origins,10.8
1962,2023,15 - 24 years,Both sexes,Net migration,3.9
1963,2023,15 - 24 years,Both sexes,Emigrants: All destinations,19.9
1964,2023,15 - 24 years,Both sexes,Immigrants: All origins,23.8
1965,2023,15 - 24 years,Male,Net migration,2.5
1966,2023,15 - 24 years,Male,Emigrants: All destinations,7.5
1967,2023,15 - 24 years,Male,Immigrants: All origins,10.0
1968,2023,15 - 24 years,Female,Net migration,1.4
1969,2023,15 - 24 years,Female,Emigrants: All destinations,12.3
1970,2023,15 - 24 years,Female,Immigrants: All origins,13.7
1971,2023,25 - 44 years,Both sexes,Net migration,42.7
1972,2023,25 - 44 years,Both sexes,Emigrants: All destinations,32.3
1973,2023,25 - 44 years,Both sexes,Immigrants: All origins,75.1
1974,2023,25 - 44 years,Male,Net migration,19.6
1975,2023,25 - 44 years,Male,Emigrants: All destinations,17.2
1976,2023,25 - 44 years,Male,Immigrants: All origins,36.8
1977,2023,25 - 44 years,Female,Net migration,23.1
1978,2023,25 - 44 years,Female,Emigrants: All destinations,15.2
1979,2023,25 - 44 years,Female,Immigrants: All origins,38.2
1980,2023,45 - 64 years,Both sexes,Net migration,11.7
1981,2023,45 - 64 years,Both sexes,Emigrants: All destinations,5.3
1982,2023,45 - 64 years,Both sexes,Immigrants: All origins,16.9
1983,2023,45 - 64 years,Male,Net migration,3.6
1984,2023,45 - 64 years,Male,Emigrants: All destinations,3.0
1985,2023,45 - 64 years,Male,Immigrants: All origins,6.6
1986,2023,45 - 64 years,Female,Net migration,8.1
1987,2023,45 - 64 years,Female,Emigrants: All destinations,2.2
1988,2023,45 - 64 years,Female,Immigrants: All origins,10.3
1989,2023,65 years and over,Both sexes,Net migration,3.0
1990,2023,65 years and over,Both sexes,Emigrants: All destinations,1.0
1991,2023,65 years and over,Both sexes,Immigrants: All origins,4.0
1992,2023,65 years and over,Male,Net migration,1.1
1993,2023,65 years and over,Male,Emigrants: All destinations,0.4
1994,2023,65 years and over,Male,Immigrants: All origins,1.5
1995,2023,65 years and over,Female,Net migration,1.8
1996,2023,65 years and over,Female,Emigrants: All destinations,0.6
1997,2023,65 years and over,Female,Immigrants: All origins,2.5
