,year,country,sex,endpoint,value
1862,2012,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,6.0
1863,2012,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,0.9
1864,2012,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,9.2
1865,2012,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,10.1
1866,2012,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,0.6
1867,2012,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,4.7
1868,2012,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,5.2
1869,2012,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,0.3
1870,2012,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,4.5
1871,2012,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,4.8
1872,2013,United Kingdom (1),Both sexes,Net migration,-8.3
1873,2013,United Kingdom (1),Both sexes,Emigrants: All destinations,20.0
1874,2013,United Kingdom (1),Both sexes,Immigrants: All origins,11.7
1875,2013,United Kingdom (1),Male,Net migration,-4.6
1876,2013,United Kingdom (1),Male,Emigrants: All destinations,10.7
1877,2013,United Kingdom (1),Male,Immigrants: All origins,6.0
1878,2013,United Kingdom (1),Female,Net migration,-3.6
1879,2013,United Kingdom (1),Female,Emigrants: All destinations,9.4
1880,2013,United Kingdom (1),Female,Immigrants: All origins,5.7
1881,2013,United States,Both sexes,Net migration,-1.7
1882,2013,United States,Both sexes,Emigrants: All destinations,5.7
1883,2013,United States,Both sexes,Immigrants: All origins,4.0
1884,2013,United States,Male,Net migration,-1.5
1885,2013,United States,Male,Emigrants: All destinations,3.1
1886,2013,United States,Male,Immigrants: All origins,1.5
1887,2013,United States,Female,Net migration,-0.1
1888,2013,United States,Female,Emigrants: All destinations,2.6
1889,2013,United States,Female,Immigrants: All origins,2.5
1890,2013,Canada,Both sexes,Net migration,-3.0
1891,2013,Canada,Both sexes,Emigrants: All destinations,4.9
1892,2013,Canada,Both sexes,Immigrants: All origins,1.9
1893,2013,Canada,Male,Net migration,-1.3
1894,2013,Canada,Male,Emigrants: All destinations,2.4
1895,2013,Canada,Male,Immigrants: All origins,1.1
1896,2013,Canada,Female,Net migration,-1.7
1897,2013,Canada,Female,Emigrants: All destinations,2.5
1898,2013,Canada,Female,Immigrants: All origins,0.8
1899,2013,Australia,Both sexes,Net migration,-8.1
1900,2013,Australia,Both sexes,Emigrants: All destinations,14.1
1901,2013,Australia,Both sexes,Immigrants: All origins,6.0
1902,2013,Australia,Male,Net migration,-3.3
1903,2013,Australia,Male,Emigrants: All destinations,7.1
1904,2013,Australia,Male,Immigrants: All origins,3.9
1905,2013,Australia,Female,Net migration,-4.8
1906,2013,Australia,Female,Emigrants: All destinations,7.0
1907,2013,Australia,Female,Immigrants: All origins,2.1
1908,2013,Other countries (23),Both sexes,Net migration,3.5
1909,2013,Other countries (23),Both sexes,Emigrants: All destinations,13.2
1910,2013,Other countries (23),Both sexes,Immigrants: All origins,16.7
1911,2013,Other countries (23),Male,Net migration,1.5
1912,2013,Other countries (23),Male,Emigrants: All destinations,7.3
1913,2013,Other countries (23),Male,Immigrants: All origins,8.8
1914,2013,Other countries (23),Female,Net migration,2.1
1915,2013,Other countries (23),Female,Emigrants: All destinations,5.9
1916,2013,Other countries (23),Female,Immigrants: All origins,7.9
1917,2013,All countries,Both sexes,Net migration,-18.7
1918,2013,All countries,Both sexes,Emigrants: All destinations,81.3
1919,2013,All countries,Both sexes,Immigrants: All origins,62.7
1920,2013,All countries,Male,Net migration,-9.3
1921,2013,All countries,Male,Emigrants: All destinations,41.6
1922,2013,All countries,Male,Immigrants: All origins,32.3
1923,2013,All countries,Female,Net migration,-9.3
1924,2013,All countries,Female,Emigrants: All destinations,39.7
1925,2013,All countries,Female,Immigrants: All origins,30.4
1926,2013,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,1.1
1927,2013,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,10.5
1928,2013,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,11.6
1929,2013,EU14 excl Irl (UK & Ireland),Male,Net migration,1.7
1930,2013,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,4.0
1931,2013,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,5.8
1932,2013,EU14 excl Irl (UK & Ireland),Female,Net migration,-0.7
1933,2013,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,6.4
1934,2013,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,5.8
1935,2013,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,-2.3
1936,2013,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,13.0
1937,2013,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,10.7
1938,2013,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,-1.8
1939,2013,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,7.0
1940,2013,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,5.2
1941,2013,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,-0.5
1942,2013,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,6.0
1943,2013,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,5.6
1944,2014,United Kingdom (1),Both sexes,Net migration,-3.0
1945,2014,United Kingdom (1),Both sexes,Emigrants: All destinations,16.4
1946,2014,United Kingdom (1),Both sexes,Immigrants: All origins,13.5
1947,2014,United Kingdom (1),Male,Net migration,-2.0
1948,2014,United Kingdom (1),Male,Emigrants: All destinations,8.4
1949,2014,United Kingdom (1),Male,Immigrants: All origins,6.5
1950,2014,United Kingdom (1),Female,Net migration,-1.0
1951,2014,United Kingdom (1),Female,Emigrants: All destinations,8.0
1952,2014,United Kingdom (1),Female,Immigrants: All origins,7.0
1953,2014,United States,Both sexes,Net migration,-1.9
1954,2014,United States,Both sexes,Emigrants: All destinations,6.3
1955,2014,United States,Both sexes,Immigrants: All origins,4.4
1956,2014,United States,Male,Net migration,-1.5
1957,2014,United States,Male,Emigrants: All destinations,3.0
1958,2014,United States,Male,Immigrants: All origins,1.5
1959,2014,United States,Female,Net migration,-0.4
1960,2014,United States,Female,Emigrants: All destinations,3.3
1961,2014,United States,Female,Immigrants: All origins,2.9
1962,2014,Canada,Both sexes,Net migration,-2.1
1963,2014,Canada,Both sexes,Emigrants: All destinations,4.3
1964,2014,Canada,Both sexes,Immigrants: All origins,2.2
1965,2014,Canada,Male,Net migration,-1.7
1966,2014,Canada,Male,Emigrants: All destinations,3.0
1967,2014,Canada,Male,Immigrants: All origins,1.3
1968,2014,Canada,Female,Net migration,-0.4
1969,2014,Canada,Female,Emigrants: All destinations,1.3
1970,2014,Canada,Female,Immigrants: All origins,1.0
1971,2014,Australia,Both sexes,Net migration,-3.8
1972,2014,Australia,Both sexes,Emigrants: All destinations,9.2
1973,2014,Australia,Both sexes,Immigrants: All origins,5.4
1974,2014,Australia,Male,Net migration,-1.7
1975,2014,Australia,Male,Emigrants: All destinations,4.4
1976,2014,Australia,Male,Immigrants: All origins,2.7
1977,2014,Australia,Female,Net migration,-2.1
1978,2014,Australia,Female,Emigrants: All destinations,4.8
1979,2014,Australia,Female,Immigrants: All origins,2.7
1980,2014,Other countries (23),Both sexes,Net migration,2.6
1981,2014,Other countries (23),Both sexes,Emigrants: All destinations,16.0
1982,2014,Other countries (23),Both sexes,Immigrants: All origins,18.6
1983,2014,Other countries (23),Male,Net migration,0.5
1984,2014,Other countries (23),Male,Emigrants: All destinations,8.1
1985,2014,Other countries (23),Male,Immigrants: All origins,8.6
1986,2014,Other countries (23),Female,Net migration,2.1
1987,2014,Other countries (23),Female,Emigrants: All destinations,7.9
1988,2014,Other countries (23),Female,Immigrants: All origins,10.0
1989,2014,All countries,Both sexes,Net migration,-8.5
1990,2014,All countries,Both sexes,Emigrants: All destinations,75.0
1991,2014,All countries,Both sexes,Immigrants: All origins,66.5
1992,2014,All countries,Male,Net migration,-7.4
1993,2014,All countries,Male,Emigrants: All destinations,38.3
1994,2014,All countries,Male,Immigrants: All origins,30.9
1995,2014,All countries,Female,Net migration,-1.0
1996,2014,All countries,Female,Emigrants: All destinations,36.6
1997,2014,All countries,Female,Immigrants: All origins,35.6
1998,2014,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,-3.2
1999,2014,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,14.8
2000,2014,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,11.7
2001,2014,EU14 excl Irl (UK & Ireland),Male,Net migration,-1.4
2002,2014,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,6.6
2003,2014,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,5.2
2004,2014,EU14 excl Irl (UK & Ireland),Female,Net migration,-1.7
2005,2014,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,8.2
2006,2014,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,6.5
2007,2014,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,2.8
2008,2014,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,8.0
2009,2014,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,10.8
2010,2014,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,0.4
2011,2014,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,4.8
2012,2014,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,5.2
2013,2014,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,2.4
2014,2014,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,3.1
2015,2014,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,5.6
2016,2015,United Kingdom (1),Both sexes,Net migration,-0.2
2017,2015,United Kingdom (1),Both sexes,Emigrants: All destinations,16.6
2018,2015,United Kingdom (1),Both sexes,Immigrants: All origins,16.4
2019,2015,United Kingdom (1),Male,Net migration,0.5
2020,2015,United Kingdom (1),Male,Emigrants: All destinations,7.6
2021,2015,United Kingdom (1),Male,Immigrants: All origins,8.1
2022,2015,United Kingdom (1),Female,Net migration,-0.7
2023,2015,United Kingdom (1),Female,Emigrants: All destinations,9.0
2024,2015,United Kingdom (1),Female,Immigrants: All origins,8.3
2025,2015,United States,Both sexes,Net migration,-0.7
2026,2015,United States,Both sexes,Emigrants: All destinations,5.1
2027,2015,United States,Both sexes,Immigrants: All origins,4.4
2028,2015,United States,Male,Net migration,-0.6
2029,2015,United States,Male,Emigrants: All destinations,2.3
2030,2015,United States,Male,Immigrants: All origins,1.7
2031,2015,United States,Female,Net migration,-0.1
2032,2015,United States,Female,Emigrants: All destinations,2.8
2033,2015,United States,Female,Immigrants: All origins,2.7
2034,2015,Canada,Both sexes,Net migration,-3.9
2035,2015,Canada,Both sexes,Emigrants: All destinations,6.6
2036,2015,Canada,Both sexes,Immigrants: All origins,2.7
2037,2015,Canada,Male,Net migration,-3.3
2038,2015,Canada,Male,Emigrants: All destinations,4.7
2039,2015,Canada,Male,Immigrants: All origins,1.5
2040,2015,Canada,Female,Net migration,-0.6
2041,2015,Canada,Female,Emigrants: All destinations,1.8
2042,2015,Canada,Female,Immigrants: All origins,1.2
2043,2015,Australia,Both sexes,Net migration,-0.7
2044,2015,Australia,Both sexes,Emigrants: All destinations,6.5
2045,2015,Australia,Both sexes,Immigrants: All origins,5.8
2046,2015,Australia,Male,Net migration,-0.1
2047,2015,Australia,Male,Emigrants: All destinations,3.2
2048,2015,Australia,Male,Immigrants: All origins,3.1
2049,2015,Australia,Female,Net migration,-0.6
2050,2015,Australia,Female,Emigrants: All destinations,3.3
2051,2015,Australia,Female,Immigrants: All origins,2.7
2052,2015,Other countries (23),Both sexes,Net migration,6.9
2053,2015,Other countries (23),Both sexes,Emigrants: All destinations,15.9
2054,2015,Other countries (23),Both sexes,Immigrants: All origins,22.8
2055,2015,Other countries (23),Male,Net migration,0.9
2056,2015,Other countries (23),Male,Emigrants: All destinations,9.5
2057,2015,Other countries (23),Male,Immigrants: All origins,10.4
2058,2015,Other countries (23),Female,Net migration,6.0
2059,2015,Other countries (23),Female,Emigrants: All destinations,6.4
2060,2015,Other countries (23),Female,Immigrants: All origins,12.4
2061,2015,All countries,Both sexes,Net migration,5.9
2062,2015,All countries,Both sexes,Emigrants: All destinations,70.0
2063,2015,All countries,Both sexes,Immigrants: All origins,75.9
2064,2015,All countries,Male,Net migration,-0.1
2065,2015,All countries,Male,Emigrants: All destinations,35.8
2066,2015,All countries,Male,Immigrants: All origins,35.7
2067,2015,All countries,Female,Net migration,6.0
2068,2015,All countries,Female,Emigrants: All destinations,34.1
2069,2015,All countries,Female,Immigrants: All origins,40.2
2070,2015,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,-1.4
2071,2015,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,13.3
2072,2015,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,11.9
2073,2015,EU14 excl Irl (UK & Ireland),Male,Net migration,0.2
2074,2015,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,4.7
2075,2015,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,4.9
2076,2015,EU14 excl Irl (UK & Ireland),Female,Net migration,-1.6
2077,2015,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,8.7
2078,2015,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,7.0
2079,2015,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,6.0
2080,2015,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,5.9
2081,2015,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,11.9
2082,2015,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,2.3
2083,2015,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,3.7
2084,2015,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,6.0
2085,2015,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,3.7
2086,2015,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,2.2
2087,2015,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,5.9
2088,2016,United Kingdom (1),Both sexes,Net migration,3.8
2089,2016,United Kingdom (1),Both sexes,Emigrants: All destinations,14.4
2090,2016,United Kingdom (1),Both sexes,Immigrants: All origins,18.2
2091,2016,United Kingdom (1),Male,Net migration,1.8
2092,2016,United Kingdom (1),Male,Emigrants: All destinations,7.6
2093,2016,United Kingdom (1),Male,Immigrants: All origins,9.5
2094,2016,United Kingdom (1),Female,Net migration,1.9
2095,2016,United Kingdom (1),Female,Emigrants: All destinations,6.8
2096,2016,United Kingdom (1),Female,Immigrants: All origins,8.7
2097,2016,United States,Both sexes,Net migration,-0.4
2098,2016,United States,Both sexes,Emigrants: All destinations,5.7
2099,2016,United States,Both sexes,Immigrants: All origins,5.3
2100,2016,United States,Male,Net migration,-0.4
2101,2016,United States,Male,Emigrants: All destinations,2.8
2102,2016,United States,Male,Immigrants: All origins,2.4
2103,2016,United States,Female,Net migration,0.0
2104,2016,United States,Female,Emigrants: All destinations,2.8
2105,2016,United States,Female,Immigrants: All origins,2.9
2106,2016,Canada,Both sexes,Net migration,-0.3
2107,2016,Canada,Both sexes,Emigrants: All destinations,3.4
2108,2016,Canada,Both sexes,Immigrants: All origins,3.1
2109,2016,Canada,Male,Net migration,0.0
2110,2016,Canada,Male,Emigrants: All destinations,1.7
2111,2016,Canada,Male,Immigrants: All origins,1.7
2112,2016,Canada,Female,Net migration,-0.3
2113,2016,Canada,Female,Emigrants: All destinations,1.7
2114,2016,Canada,Female,Immigrants: All origins,1.5
2115,2016,Australia,Both sexes,Net migration,1.6
2116,2016,Australia,Both sexes,Emigrants: All destinations,5.3
2117,2016,Australia,Both sexes,Immigrants: All origins,6.9
2118,2016,Australia,Male,Net migration,1.1
2119,2016,Australia,Male,Emigrants: All destinations,2.5
2120,2016,Australia,Male,Immigrants: All origins,3.6
2121,2016,Australia,Female,Net migration,0.5
2122,2016,Australia,Female,Emigrants: All destinations,2.8
2123,2016,Australia,Female,Immigrants: All origins,3.3
2124,2016,Other countries (23),Both sexes,Net migration,8.0
2125,2016,Other countries (23),Both sexes,Emigrants: All destinations,14.2
2126,2016,Other countries (23),Both sexes,Immigrants: All origins,22.2
2127,2016,Other countries (23),Male,Net migration,4.6
2128,2016,Other countries (23),Male,Emigrants: All destinations,6.4
2129,2016,Other countries (23),Male,Immigrants: All origins,11.0
2130,2016,Other countries (23),Female,Net migration,3.4
2131,2016,Other countries (23),Female,Emigrants: All destinations,7.8
2132,2016,Other countries (23),Female,Immigrants: All origins,11.2
2133,2016,All countries,Both sexes,Net migration,16.2
2134,2016,All countries,Both sexes,Emigrants: All destinations,66.2
2135,2016,All countries,Both sexes,Immigrants: All origins,82.3
2136,2016,All countries,Male,Net migration,10.1
2137,2016,All countries,Male,Emigrants: All destinations,31.0
2138,2016,All countries,Male,Immigrants: All origins,41.2
2139,2016,All countries,Female,Net migration,6.0
2140,2016,All countries,Female,Emigrants: All destinations,35.1
2141,2016,All countries,Female,Immigrants: All origins,41.2
2142,2016,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,0.9
2143,2016,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,13.9
2144,2016,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,14.7
2145,2016,EU14 excl Irl (UK & Ireland),Male,Net migration,1.1
2146,2016,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,5.7
2147,2016,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,6.8
2148,2016,EU14 excl Irl (UK & Ireland),Female,Net migration,-0.3
2149,2016,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,8.2
2150,2016,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,7.9
2151,2016,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,2.7
2152,2016,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,9.3
2153,2016,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,11.9
2154,2016,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,2.0
2155,2016,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,4.3
2156,2016,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,6.3
2157,2016,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,0.7
2158,2016,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,5.0
2159,2016,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,5.6
2160,2017,United Kingdom (1),Both sexes,Net migration,10.6
2161,2017,United Kingdom (1),Both sexes,Emigrants: All destinations,10.5
2162,2017,United Kingdom (1),Both sexes,Immigrants: All origins,21.1
2163,2017,United Kingdom (1),Male,Net migration,5.3
2164,2017,United Kingdom (1),Male,Emigrants: All destinations,5.6
2165,2017,United Kingdom (1),Male,Immigrants: All origins,10.9
2166,2017,United Kingdom (1),Female,Net migration,5.3
2167,2017,United Kingdom (1),Female,Emigrants: All destinations,4.9
2168,2017,United Kingdom (1),Female,Immigrants: All origins,10.2
2169,2017,United States,Both sexes,Net migration,0.5
2170,2017,United States,Both sexes,Emigrants: All destinations,5.6
2171,2017,United States,Both sexes,Immigrants: All origins,6.1
2172,2017,United States,Male,Net migration,-0.9
2173,2017,United States,Male,Emigrants: All destinations,3.7
2174,2017,United States,Male,Immigrants: All origins,2.8
2175,2017,United States,Female,Net migration,1.4
2176,2017,United States,Female,Emigrants: All destinations,1.9
2177,2017,United States,Female,Immigrants: All origins,3.3
2178,2017,Canada,Both sexes,Net migration,0.4
2179,2017,Canada,Both sexes,Emigrants: All destinations,3.2
2180,2017,Canada,Both sexes,Immigrants: All origins,3.6
2181,2017,Canada,Male,Net migration,0.1
2182,2017,Canada,Male,Emigrants: All destinations,1.8
2183,2017,Canada,Male,Immigrants: All origins,1.9
2184,2017,Canada,Female,Net migration,0.3
2185,2017,Canada,Female,Emigrants: All destinations,1.4
2186,2017,Canada,Female,Immigrants: All origins,1.7
2187,2017,Australia,Both sexes,Net migration,3.4
2188,2017,Australia,Both sexes,Emigrants: All destinations,4.6
2189,2017,Australia,Both sexes,Immigrants: All origins,8.0
2190,2017,Australia,Male,Net migration,1.7
2191,2017,Australia,Male,Emigrants: All destinations,2.4
2192,2017,Australia,Male,Immigrants: All origins,4.1
2193,2017,Australia,Female,Net migration,1.7
2194,2017,Australia,Female,Emigrants: All destinations,2.2
2195,2017,Australia,Female,Immigrants: All origins,3.9
2196,2017,Other countries (23),Both sexes,Net migration,12.9
2197,2017,Other countries (23),Both sexes,Emigrants: All destinations,12.7
2198,2017,Other countries (23),Both sexes,Immigrants: All origins,25.6
2199,2017,Other countries (23),Male,Net migration,6.2
2200,2017,Other countries (23),Male,Emigrants: All destinations,6.4
2201,2017,Other countries (23),Male,Immigrants: All origins,12.6
2202,2017,Other countries (23),Female,Net migration,6.7
2203,2017,Other countries (23),Female,Emigrants: All destinations,6.3
2204,2017,Other countries (23),Female,Immigrants: All origins,13.0
2205,2017,All countries,Both sexes,Net migration,39.2
2206,2017,All countries,Both sexes,Emigrants: All destinations,56.1
2207,2017,All countries,Both sexes,Immigrants: All origins,95.3
2208,2017,All countries,Male,Net migration,17.7
2209,2017,All countries,Male,Emigrants: All destinations,29.5
2210,2017,All countries,Male,Immigrants: All origins,47.3
2211,2017,All countries,Female,Net migration,21.4
2212,2017,All countries,Female,Emigrants: All destinations,26.6
2213,2017,All countries,Female,Immigrants: All origins,48.0
2214,2017,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,6.0
2215,2017,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,11.2
2216,2017,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,17.2
2217,2017,EU14 excl Irl (UK & Ireland),Male,Net migration,2.8
2218,2017,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,5.1
2219,2017,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,7.9
2220,2017,EU14 excl Irl (UK & Ireland),Female,Net migration,3.2
2221,2017,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,6.1
2222,2017,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,9.3
2223,2017,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,5.4
2224,2017,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,8.4
2225,2017,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,13.8
2226,2017,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,2.7
2227,2017,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,4.5
2228,2017,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,7.2
2229,2017,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,2.7
2230,2017,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,3.9
2231,2017,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,6.6
2232,2018,United Kingdom (1),Both sexes,Net migration,10.8
2233,2018,United Kingdom (1),Both sexes,Emigrants: All destinations,10.5
2234,2018,United Kingdom (1),Both sexes,Immigrants: All origins,21.3
2235,2018,United Kingdom (1),Male,Net migration,6.3
2236,2018,United Kingdom (1),Male,Emigrants: All destinations,4.5
2237,2018,United Kingdom (1),Male,Immigrants: All origins,10.8
2238,2018,United Kingdom (1),Female,Net migration,4.5
2239,2018,United Kingdom (1),Female,Emigrants: All destinations,6.0
2240,2018,United Kingdom (1),Female,Immigrants: All origins,10.5
2241,2018,United States,Both sexes,Net migration,2.5
2242,2018,United States,Both sexes,Emigrants: All destinations,5.3
2243,2018,United States,Both sexes,Immigrants: All origins,7.8
2244,2018,United States,Male,Net migration,0.9
2245,2018,United States,Male,Emigrants: All destinations,2.7
2246,2018,United States,Male,Immigrants: All origins,3.6
2247,2018,United States,Female,Net migration,1.6
2248,2018,United States,Female,Emigrants: All destinations,2.6
2249,2018,United States,Female,Immigrants: All origins,4.2
2250,2018,Canada,Both sexes,Net migration,-0.9
2251,2018,Canada,Both sexes,Emigrants: All destinations,3.6
2252,2018,Canada,Both sexes,Immigrants: All origins,2.7
2253,2018,Canada,Male,Net migration,-0.7
2254,2018,Canada,Male,Emigrants: All destinations,1.9
2255,2018,Canada,Male,Immigrants: All origins,1.2
2256,2018,Canada,Female,Net migration,-0.2
2257,2018,Canada,Female,Emigrants: All destinations,1.7
2258,2018,Canada,Female,Immigrants: All origins,1.5
2259,2018,Australia,Both sexes,Net migration,3.4
2260,2018,Australia,Both sexes,Emigrants: All destinations,4.1
2261,2018,Australia,Both sexes,Immigrants: All origins,7.5
2262,2018,Australia,Male,Net migration,1.5
2263,2018,Australia,Male,Emigrants: All destinations,2.4
2264,2018,Australia,Male,Immigrants: All origins,3.9
2265,2018,Australia,Female,Net migration,1.9
2266,2018,Australia,Female,Emigrants: All destinations,1.7
2267,2018,Australia,Female,Immigrants: All origins,3.6
2268,2018,Other countries (23),Both sexes,Net migration,18.3
2269,2018,Other countries (23),Both sexes,Emigrants: All destinations,10.8
2270,2018,Other countries (23),Both sexes,Immigrants: All origins,29.1
2271,2018,Other countries (23),Male,Net migration,8.8
2272,2018,Other countries (23),Male,Emigrants: All destinations,5.5
2273,2018,Other countries (23),Male,Immigrants: All origins,14.3
2274,2018,Other countries (23),Female,Net migration,9.5
2275,2018,Other countries (23),Female,Emigrants: All destinations,5.3
2276,2018,Other countries (23),Female,Immigrants: All origins,14.8
2277,2018,All countries,Both sexes,Net migration,44.4
2278,2018,All countries,Both sexes,Emigrants: All destinations,51.6
2279,2018,All countries,Both sexes,Immigrants: All origins,96.0
2280,2018,All countries,Male,Net migration,23.3
2281,2018,All countries,Male,Emigrants: All destinations,24.0
2282,2018,All countries,Male,Immigrants: All origins,47.3
2283,2018,All countries,Female,Net migration,21.1
2284,2018,All countries,Female,Emigrants: All destinations,27.6
2285,2018,All countries,Female,Immigrants: All origins,48.7
2286,2018,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,4.6
2287,2018,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,11.3
2288,2018,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,15.9
2289,2018,EU14 excl Irl (UK & Ireland),Male,Net migration,3.8
2290,2018,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,4.3
2291,2018,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,8.1
2292,2018,EU14 excl Irl (UK & Ireland),Female,Net migration,0.8
2293,2018,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,7.0
2294,2018,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,7.8
2295,2018,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,5.6
2296,2018,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,6.0
2297,2018,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,11.6
2298,2018,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,2.6
2299,2018,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,2.7
2300,2018,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,5.3
2301,2018,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,3.0
